record_id,complaint,department,data_source
5404,Please check an issue: water meter area is leaking near the building. It is the street is wet. this needs attention.,water,SYNTHETIC TRAINING DATA
5985,There is clean water is flooding the street neighborhood; it is residents have no supply. this needs attention.,water,SYNTHETIC TRAINING DATA
7292,I want to report an issue: sewage is overflowing behind the shops. It is needs urgent cleaning. please resolve it.,sewage,SYNTHETIC TRAINING DATA
678,Broken curb service road and it is causing congestion. please handle it soon.,roads,SYNTHETIC TRAINING DATA
8,"There is open manhole main road. It is damaging cars, so please arrange a visit.",roads,SYNTHETIC TRAINING DATA
645,Our neighborhood has uneven road neighborhood road; it is blocking traffic. please inspect the issue.,roads,SYNTHETIC TRAINING DATA
5153,There is water pipe is leaking commercial area; it is residents have no supply. this needs attention.,water,SYNTHETIC TRAINING DATA
9853,Wall is cracked next door and it is parts may fall. please handle it soon.,building,SYNTHETIC TRAINING DATA
2538,Our neighborhood has street light is out neighborhood; it is pedestrians cannot see well. we need assistance.,lighting,SYNTHETIC TRAINING DATA
5919,"Please check water meter area is leaking neighborhood. It is water is being wasted, so we need assistance.",water,SYNTHETIC TRAINING DATA
7657,"At the neighborhood park, playground equipment is broken. It is children cannot use it safely. please inspect the issue.",parks,SYNTHETIC TRAINING DATA
9615,Residents noticed an issue: abandoned building is deteriorating corner property. It is people cannot pass safely. please resolve it Reference area 8101.,building,SYNTHETIC TRAINING DATA
6533,Sewage is overflowing near our homes and it is it is getting worse. please handle it soon.,sewage,SYNTHETIC TRAINING DATA
11985,I am reporting an issue: gas leak near my building. It is needs a safety response. please resolve it.,public_safety,SYNTHETIC TRAINING DATA
8483,"Can the municipality inspect playground equipment is broken playground. It is has been damaged for days, so please inspect the issue.",parks,SYNTHETIC TRAINING DATA
9399,Please send a team for abandoned building is deteriorating corner property; it is hazard is visible. please arrange a visit.,building,SYNTHETIC TRAINING DATA
2813,I want to report broken light pole residential street; it is needs repair. please send maintenance.,lighting,SYNTHETIC TRAINING DATA
9677,Residents noticed an issue: building work appears unsafe near the sidewalk. It is debris reaches the road. please resolve it.,building,SYNTHETIC TRAINING DATA
6809,Sewer cover is leaking behind the shops and it is the drain is not working. please send maintenance.,sewage,SYNTHETIC TRAINING DATA
2631,"Please send a team for broken light pole intersection. It is visibility is poor, so please send maintenance.",lighting,SYNTHETIC TRAINING DATA
3387,A complaint about waste container is full public parking area; it is needs collection. this needs attention.,waste,SYNTHETIC TRAINING DATA
10322,Abandoned building is deteriorating next door and it is hazard is visible. we need assistance Reference area 8446.,building,SYNTHETIC TRAINING DATA
6267,"At the residential street, sewage is overflowing. It is bad odor is spreading. please arrange a visit.",sewage,SYNTHETIC TRAINING DATA
3265,Trash was not collected next to the mosque and it is blocks the sidewalk. please resolve it.,waste,SYNTHETIC TRAINING DATA
2714,"There is street lamp is damaged neighborhood. It is area is very dark, so this needs attention.",lighting,SYNTHETIC TRAINING DATA
5289,Residents noticed water pressure is very low residential street; it is needs inspection. please arrange a visit.,water,SYNTHETIC TRAINING DATA
1958,"Can the municipality inspect dark street intersection. It is has been dark for days, so please inspect the issue.",lighting,SYNTHETIC TRAINING DATA
7583,"At the neighborhood park, tree branch is blocking the path. It is looks neglected. please send maintenance.",parks,SYNTHETIC TRAINING DATA
3964,"We have garbage is overflowing beside the school. It is needs collection, so this needs attention.",waste,SYNTHETIC TRAINING DATA
2624,Street light is out main avenue and it is visibility is poor. please resolve it.,lighting,SYNTHETIC TRAINING DATA
8473,"Please send a team for playground equipment is broken walking park. It is children cannot use it safely, so kindly investigate.",parks,SYNTHETIC TRAINING DATA
11170,Please send a team for smoke coming from a utility box near my building; it is could cause injuries. please handle it soon.,public_safety,SYNTHETIC TRAINING DATA
5208,"At the neighborhood, water meter area is leaking. It is water is being wasted. please inspect the issue.",water,SYNTHETIC TRAINING DATA
11519,"At the outside the market, fire in a building. It is situation is unsafe. please send maintenance.",public_safety,SYNTHETIC TRAINING DATA
4951,I am reporting water supply is weak our block; it is problem is continuous. this needs attention.,water,SYNTHETIC TRAINING DATA
6980,Please check sewer cover is leaking neighborhood entrance; it is bad odor is spreading. kindly investigate.,sewage,SYNTHETIC TRAINING DATA
1622,"Residents noticed several lights are off park entrance. It is has been dark for days, so please handle it soon.",lighting,SYNTHETIC TRAINING DATA
1236,Please send a team for broken curb neighborhood road; it is blocking traffic. please send maintenance.,roads,SYNTHETIC TRAINING DATA
871,I want to report an issue: uneven road school entrance. It is unsafe for drivers. please handle it soon.,roads,SYNTHETIC TRAINING DATA
3128,Trash was not collected near the market and it is smells bad. this needs attention.,waste,SYNTHETIC TRAINING DATA
4026,Illegal dumping near the market and it is has been there for days. please resolve it.,waste,SYNTHETIC TRAINING DATA
1868,"Please send a team for broken light pole park entrance. It is visibility is poor, so please inspect the issue.",lighting,SYNTHETIC TRAINING DATA
2976,We have an issue: lamp is flickering neighborhood. It is needs repair. please resolve it.,lighting,SYNTHETIC TRAINING DATA
1727,Street light is out intersection and it is area is very dark. this needs attention.,lighting,SYNTHETIC TRAINING DATA
6434,"We have sewage is overflowing near our homes. It is bad odor is spreading, so please handle it soon.",sewage,SYNTHETIC TRAINING DATA
2323,Dark street residential street and it is area is very dark. this needs attention.,lighting,SYNTHETIC TRAINING DATA
7716,"A complaint about grass is dying community park. It is needs maintenance, so please send maintenance.",parks,SYNTHETIC TRAINING DATA
8268,Play area is dirty public garden and it is blocks the walkway. please resolve it.,parks,SYNTHETIC TRAINING DATA
2187,"At the neighborhood, street light is out. It is needs repair. kindly investigate.",lighting,SYNTHETIC TRAINING DATA
713,Can the municipality inspect an issue: uneven road school entrance. It is causing congestion. please handle it soon.,roads,SYNTHETIC TRAINING DATA
2250,"I am reporting lamp is flickering walkway. It is area is very dark, so please send maintenance.",lighting,SYNTHETIC TRAINING DATA
1489,Open manhole side street and it is unsafe for drivers. please resolve it.,roads,SYNTHETIC TRAINING DATA
3463,A complaint about an issue: rubbish is scattered beside the school. It is needs collection. kindly investigate.,waste,SYNTHETIC TRAINING DATA
9753,"At the near our house, wall is cracked. It is hazard is visible. please send maintenance.",building,SYNTHETIC TRAINING DATA
7187,"At the behind the shops, sewer cover is leaking. It is wastewater is pooling. please send maintenance.",sewage,SYNTHETIC TRAINING DATA
3235,Please check an issue: rubbish is scattered public parking area. It is has been there for days. this needs attention.,waste,SYNTHETIC TRAINING DATA
11252,I want to report fire in a building near my building; it is could cause injuries. we need assistance.,public_safety,SYNTHETIC TRAINING DATA
4598,"At the our block, clean water is flooding the street. It is pressure keeps dropping. please send maintenance.",water,SYNTHETIC TRAINING DATA
1713,A complaint about street light is out park entrance; it is pedestrians cannot see well. kindly investigate.,lighting,SYNTHETIC TRAINING DATA
6925,We have an issue: drain smells strongly at the intersection. It is the drain is not working. please handle it soon.,sewage,SYNTHETIC TRAINING DATA
1810,Residents noticed street lamp is damaged main avenue; it is area is very dark. kindly investigate.,lighting,SYNTHETIC TRAINING DATA
1195,Uneven road school entrance and it is blocking traffic. please inspect the issue.,roads,SYNTHETIC TRAINING DATA
2921,"Please send a team for several lights are off neighborhood. It is has been dark for days, so please inspect the issue.",lighting,SYNTHETIC TRAINING DATA
2041,I want to report several lights are off neighborhood; it is needs repair. we need assistance.,lighting,SYNTHETIC TRAINING DATA
2391,Please check an issue: several lights are off main avenue. It is pedestrians cannot see well. please handle it soon.,lighting,SYNTHETIC TRAINING DATA
3107,"At the public parking area, waste container is full. It is blocks the sidewalk. kindly investigate.",waste,SYNTHETIC TRAINING DATA
5773,"We have clean water is flooding the street residential street. It is problem is continuous, so please send maintenance.",water,SYNTHETIC TRAINING DATA
11851,I want to report fire in a building outside the market; it is residents are worried. please handle it soon.,public_safety,SYNTHETIC TRAINING DATA
764,Broken curb school entrance and it is blocking traffic. please resolve it.,roads,SYNTHETIC TRAINING DATA
1042,I am reporting pothole side street; it is blocking traffic. this needs attention.,roads,SYNTHETIC TRAINING DATA
5105,We have an issue: water supply is weak our block. It is residents have no supply. please arrange a visit.,water,SYNTHETIC TRAINING DATA
4468,I want to report garbage is overflowing next to the mosque; it is blocks the sidewalk. please send maintenance.,waste,SYNTHETIC TRAINING DATA
3615,There is an issue: garbage bags are piling up neighborhood corner. It is has been there for days. please inspect the issue.,waste,SYNTHETIC TRAINING DATA
7373,"At the behind the shops, wastewater is backing up. It is the drain is not working. please send maintenance.",sewage,SYNTHETIC TRAINING DATA
3073,Our neighborhood has an issue: garbage bags are piling up public parking area. It is has been there for days. please inspect the issue.,waste,SYNTHETIC TRAINING DATA
3452,I want to report an issue: trash was not collected neighborhood corner. It is is spreading. please handle it soon.,waste,SYNTHETIC TRAINING DATA
10488,I want to report an issue: wall is cracked near the sidewalk. It is parts may fall. please arrange a visit.,building,SYNTHETIC TRAINING DATA
10191,"We have unauthorized structure blocks the walkway near the sidewalk. It is hazard is visible, so please arrange a visit.",building,SYNTHETIC TRAINING DATA
3510,"There is garbage bags are piling up public parking area. It is needs collection, so please send maintenance.",waste,SYNTHETIC TRAINING DATA
7227,Our neighborhood has an issue: sewer drain is blocked behind the shops. It is bad odor is spreading. kindly investigate.,sewage,SYNTHETIC TRAINING DATA
10689,"Residents noticed dangerous exposed wires near my building. It is situation is unsafe, so please resolve it.",public_safety,SYNTHETIC TRAINING DATA
5053,Water pressure is very low outside the house and it is problem is continuous. please send maintenance.,water,SYNTHETIC TRAINING DATA
3827,"Residents noticed garbage bags are piling up next to the mosque. It is blocks the sidewalk, so kindly investigate.",waste,SYNTHETIC TRAINING DATA
1038,Broken curb school entrance and it is causing congestion. kindly investigate.,roads,SYNTHETIC TRAINING DATA
7527,"Please send a team for park irrigation is damaged children's park. It is children cannot use it safely, so please handle it soon.",parks,SYNTHETIC TRAINING DATA
9470,Unauthorized structure blocks the walkway near the sidewalk and it is site needs inspection. kindly investigate Reference area 210.,building,SYNTHETIC TRAINING DATA
495,"At the intersection, damaged asphalt. It is causing congestion. please send maintenance.",roads,SYNTHETIC TRAINING DATA
225,There is an issue: open manhole main road. It is getting worse. please resolve it.,roads,SYNTHETIC TRAINING DATA
25,Can the municipality inspect an issue: road crack intersection. It is causing congestion. please resolve it.,roads,SYNTHETIC TRAINING DATA
6245,Sewer drain is blocked near the school and it is wastewater is pooling. kindly investigate.,sewage,SYNTHETIC TRAINING DATA
2951,There is an issue: lamp is flickering park entrance. It is pedestrians cannot see well. please arrange a visit.,lighting,SYNTHETIC TRAINING DATA
7032,Sewage water is in the street residential street and it is the drain is not working. please resolve it.,sewage,SYNTHETIC TRAINING DATA
5023,There is an issue: clean water is flooding the street near the building. It is problem is continuous. please send maintenance.,water,SYNTHETIC TRAINING DATA
8135,I am reporting playground equipment is broken community park; it is looks neglected. this needs attention.,parks,SYNTHETIC TRAINING DATA
2826,"At the park entrance, street lamp is damaged. It is needs repair. this needs attention.",lighting,SYNTHETIC TRAINING DATA
9659,I want to report an issue: wall is cracked near the sidewalk. It is work continues late. please inspect the issue.,building,SYNTHETIC TRAINING DATA
83,Can the municipality inspect an issue: road crack school entrance. It is unsafe for drivers. please arrange a visit.,roads,SYNTHETIC TRAINING DATA
7428,"There is sewage water is in the street near our homes. It is the drain is not working, so please arrange a visit.",sewage,SYNTHETIC TRAINING DATA
5681,I want to report water supply is weak near the building; it is the street is wet. please send maintenance.,water,SYNTHETIC TRAINING DATA
2816,"Please send a team for dark street residential street. It is drivers struggle at night, so this needs attention.",lighting,SYNTHETIC TRAINING DATA
6134,"At the behind the shops, sewer drain is blocked. It is needs urgent cleaning. please arrange a visit.",sewage,SYNTHETIC TRAINING DATA
2348,Can the municipality inspect lamp is flickering residential street; it is visibility is poor. this needs attention.,lighting,SYNTHETIC TRAINING DATA
3762,Garbage bags are piling up near the market and it is needs collection. this needs attention.,waste,SYNTHETIC TRAINING DATA
2132,Residents noticed lamp is flickering park entrance; it is pedestrians cannot see well. please send maintenance.,lighting,SYNTHETIC TRAINING DATA
596,A complaint about an issue: broken curb side street. It is hard to avoid. please resolve it.,roads,SYNTHETIC TRAINING DATA
375,Please check road crack service road; it is causing congestion. please arrange a visit Reference area 6119.,roads,SYNTHETIC TRAINING DATA
3321,Residents noticed an issue: garbage bags are piling up next to the mosque. It is attracts insects. please handle it soon.,waste,SYNTHETIC TRAINING DATA
1151,Residents noticed an issue: road crack intersection. It is damaging cars. please send maintenance.,roads,SYNTHETIC TRAINING DATA
4863,"Residents noticed water pressure is very low commercial area. It is pressure keeps dropping, so please arrange a visit.",water,SYNTHETIC TRAINING DATA
3752,"I want to report garbage is overflowing neighborhood corner. It is is spreading, so please handle it soon.",waste,SYNTHETIC TRAINING DATA
11564,"A complaint about fallen electrical cable at the intersection. It is needs a safety response, so please handle it soon.",public_safety,SYNTHETIC TRAINING DATA
327,"At the neighborhood road, broken curb. It is unsafe for drivers. we need assistance.",roads,SYNTHETIC TRAINING DATA
4503,"At the outside the house, clean water is flooding the street. It is problem is continuous. kindly investigate.",water,SYNTHETIC TRAINING DATA
10261,"Please send a team for abandoned building is deteriorating residential block. It is people cannot pass safely, so please send maintenance.",building,SYNTHETIC TRAINING DATA
10998,"Our neighborhood has gas leak near my building. It is could cause injuries, so this needs attention.",public_safety,SYNTHETIC TRAINING DATA
7366,Drain smells strongly neighborhood entrance and it is wastewater is pooling. please handle it soon.,sewage,SYNTHETIC TRAINING DATA
8960,Please check park bench is broken neighborhood park; it is needs cleaning. please inspect the issue.,parks,SYNTHETIC TRAINING DATA
778,Our neighborhood has damaged asphalt school entrance; it is causing congestion. please handle it soon.,roads,SYNTHETIC TRAINING DATA
8398,Park bench is broken community park and it is has been damaged for days. please resolve it.,parks,SYNTHETIC TRAINING DATA
11672,Residents noticed an issue: fire in a building at the intersection. It is residents are worried. please inspect the issue.,public_safety,SYNTHETIC TRAINING DATA
4136,"Can the municipality inspect rubbish is scattered public parking area. It is has been there for days, so please handle it soon.",waste,SYNTHETIC TRAINING DATA
9220,"Please check unauthorized structure blocks the walkway residential block. It is site needs inspection, so please send maintenance.",building,SYNTHETIC TRAINING DATA
7183,A complaint about an issue: sewer drain is blocked neighborhood entrance. It is bad odor is spreading. please send maintenance.,sewage,SYNTHETIC TRAINING DATA
10881,Can the municipality inspect fire in a building outside the market; it is needs a safety response. please handle it soon.,public_safety,SYNTHETIC TRAINING DATA
2534,I want to report street light is out residential street; it is drivers struggle at night. please handle it soon.,lighting,SYNTHETIC TRAINING DATA
772,Please send a team for broken curb school entrance; it is hard to avoid. please send maintenance.,roads,SYNTHETIC TRAINING DATA
8235,Playground equipment is broken neighborhood park and it is children cannot use it safely. please arrange a visit.,parks,SYNTHETIC TRAINING DATA
1207,Open manhole main road and it is damaging cars. please arrange a visit.,roads,SYNTHETIC TRAINING DATA
6703,"Please send a team for drain smells strongly residential street. It is wastewater is pooling, so kindly investigate.",sewage,SYNTHETIC TRAINING DATA
4971,Please send a team for an issue: water pipe is leaking outside the house. It is water is being wasted. please arrange a visit.,water,SYNTHETIC TRAINING DATA
9165,We have an issue: unauthorized structure blocks the walkway commercial street. It is work continues late. please send maintenance.,building,SYNTHETIC TRAINING DATA
8242,"Can the municipality inspect grass is dying public garden. It is needs cleaning, so we need assistance.",parks,SYNTHETIC TRAINING DATA
839,We have an issue: broken curb intersection. It is hard to avoid. please send maintenance.,roads,SYNTHETIC TRAINING DATA
10789,Please send a team for smoke coming from a utility box on our street; it is situation is unsafe. this needs attention.,public_safety,SYNTHETIC TRAINING DATA
1230,Please send a team for an issue: road crack neighborhood road. It is unsafe for drivers. please resolve it.,roads,SYNTHETIC TRAINING DATA
10989,Fire in a building on our street and it is area needs immediate attention. please arrange a visit.,public_safety,SYNTHETIC TRAINING DATA
2615,"At the main avenue, street light is out. It is area is very dark. kindly investigate.",lighting,SYNTHETIC TRAINING DATA
5762,No water is reaching homes residential street and it is needs inspection. kindly investigate Reference area 6755.,water,SYNTHETIC TRAINING DATA
1073,I am reporting an issue: broken curb main road. It is hard to avoid. please inspect the issue.,roads,SYNTHETIC TRAINING DATA
2273,Our neighborhood has an issue: several lights are off main avenue. It is area is very dark. please arrange a visit.,lighting,SYNTHETIC TRAINING DATA
4347,Residents noticed rubbish is scattered outside our building; it is smells bad. please arrange a visit.,waste,SYNTHETIC TRAINING DATA
6976,Our neighborhood has wastewater is backing up near the school; it is pedestrians cannot pass. please arrange a visit.,sewage,SYNTHETIC TRAINING DATA
10053,Please send a team for building work appears unsafe residential block; it is parts may fall. please handle it soon Reference area 1104.,building,SYNTHETIC TRAINING DATA
11260,"Please check fallen electrical cable at the intersection. It is residents are worried, so please arrange a visit.",public_safety,SYNTHETIC TRAINING DATA
8327,I am reporting an issue: playground equipment is broken public garden. It is needs maintenance. this needs attention.,parks,SYNTHETIC TRAINING DATA
3125,Can the municipality inspect garbage is overflowing beside the school; it is needs collection. please send maintenance.,waste,SYNTHETIC TRAINING DATA
1897,Residents noticed an issue: lamp is flickering park entrance. It is drivers struggle at night. please arrange a visit.,lighting,SYNTHETIC TRAINING DATA
955,Road crack intersection and it is getting worse. please inspect the issue.,roads,SYNTHETIC TRAINING DATA
3783,Waste container is full beside the school and it is blocks the sidewalk. please arrange a visit.,waste,SYNTHETIC TRAINING DATA
10594,Gas leak at the intersection and it is could cause injuries. we need assistance.,public_safety,SYNTHETIC TRAINING DATA
11738,"At the near my building, traffic signal is hanging loose. It is people may be in danger. please handle it soon.",public_safety,SYNTHETIC TRAINING DATA
4111,Our neighborhood has an issue: garbage is overflowing next to the mosque. It is smells bad. please inspect the issue.,waste,SYNTHETIC TRAINING DATA
11058,"Please send a team for dangerous exposed wires beside the school. It is needs a safety response, so this needs attention.",public_safety,SYNTHETIC TRAINING DATA
11730,I want to report gas leak beside the school; it is people may be in danger. kindly investigate.,public_safety,SYNTHETIC TRAINING DATA
7775,There is an issue: playground equipment is broken public garden. It is looks neglected. please handle it soon.,parks,SYNTHETIC TRAINING DATA
5040,"Can the municipality inspect water pipe is leaking outside the house. It is pressure keeps dropping, so this needs attention.",water,SYNTHETIC TRAINING DATA
7496,Please check sewer cover is leaking near the school; it is it is getting worse. this needs attention.,sewage,SYNTHETIC TRAINING DATA
10097,Unauthorized structure blocks the walkway near our house and it is work continues late. please inspect the issue.,building,SYNTHETIC TRAINING DATA
11415,"Can the municipality inspect smoke coming from a utility box beside the school. It is could cause injuries, so kindly investigate.",public_safety,SYNTHETIC TRAINING DATA
10957,Please send a team for fallen electrical cable near a public facility; it is situation is unsafe. please handle it soon.,public_safety,SYNTHETIC TRAINING DATA
3690,Please send a team for an issue: trash was not collected neighborhood corner. It is blocks the sidewalk. please resolve it.,waste,SYNTHETIC TRAINING DATA
4423,I want to report an issue: garbage bags are piling up outside our building. It is attracts insects. please handle it soon.,waste,SYNTHETIC TRAINING DATA
11750,We have an issue: traffic signal is hanging loose near a public facility. It is situation is unsafe. please inspect the issue.,public_safety,SYNTHETIC TRAINING DATA
11030,Please send a team for fire in a building on our street; it is people may be in danger. please handle it soon.,public_safety,SYNTHETIC TRAINING DATA
11886,Please send a team for gas leak on our street; it is people may be in danger. please arrange a visit.,public_safety,SYNTHETIC TRAINING DATA
8279,Park irrigation is damaged children's park and it is needs maintenance. please handle it soon.,parks,SYNTHETIC TRAINING DATA
560,"There is road crack main road. It is hard to avoid, so please arrange a visit.",roads,SYNTHETIC TRAINING DATA
3949,"At the near the market, illegal dumping. It is attracts insects. we need assistance.",waste,SYNTHETIC TRAINING DATA
4309,Our neighborhood has an issue: garbage bags are piling up next to the mosque. It is attracts insects. this needs attention.,waste,SYNTHETIC TRAINING DATA
8310,"I am reporting playground equipment is broken walking park. It is children cannot use it safely, so this needs attention.",parks,SYNTHETIC TRAINING DATA
5075,"Our neighborhood has water pressure is very low neighborhood. It is the street is wet, so kindly investigate.",water,SYNTHETIC TRAINING DATA
2885,Please send a team for dark street main avenue; it is visibility is poor. please resolve it.,lighting,SYNTHETIC TRAINING DATA
10103,"There is unauthorized structure blocks the walkway next door. It is debris reaches the road, so please resolve it.",building,SYNTHETIC TRAINING DATA
1051,Residents noticed an issue: damaged asphalt neighborhood road. It is damaging cars. please resolve it.,roads,SYNTHETIC TRAINING DATA
2314,"Please send a team for lamp is flickering residential street. It is drivers struggle at night, so please send maintenance.",lighting,SYNTHETIC TRAINING DATA
5108,Water pressure is very low neighborhood and it is the street is wet. this needs attention.,water,SYNTHETIC TRAINING DATA
3995,Garbage bags are piling up public parking area and it is blocks the sidewalk. we need assistance.,waste,SYNTHETIC TRAINING DATA
8383,"At the playground, tree branch is blocking the path. It is needs maintenance. please send maintenance.",parks,SYNTHETIC TRAINING DATA
3710,"At the outside our building, garbage is overflowing. It is has been there for days. kindly investigate.",waste,SYNTHETIC TRAINING DATA
6150,I want to report an issue: sewage is overflowing residential street. It is pedestrians cannot pass. please resolve it.,sewage,SYNTHETIC TRAINING DATA
9757,There is an issue: unauthorized structure blocks the walkway commercial street. It is work continues late. please inspect the issue.,building,SYNTHETIC TRAINING DATA
5082,Our neighborhood has an issue: no water is reaching homes commercial area. It is problem is continuous. please resolve it.,water,SYNTHETIC TRAINING DATA
9338,Unauthorized structure blocks the walkway residential block and it is debris reaches the road. please resolve it Reference area 977.,building,SYNTHETIC TRAINING DATA
1557,"A complaint about street light is out neighborhood. It is area is very dark, so we need assistance.",lighting,SYNTHETIC TRAINING DATA
7549,Playground equipment is broken walking park and it is has been damaged for days. we need assistance.,parks,SYNTHETIC TRAINING DATA
5618,Water pressure is very low neighborhood and it is water is being wasted. please arrange a visit.,water,SYNTHETIC TRAINING DATA
7879,"At the community park, park bench is broken. It is needs maintenance. please inspect the issue.",parks,SYNTHETIC TRAINING DATA
11365,"A complaint about dangerous exposed wires outside the market. It is could cause injuries, so this needs attention.",public_safety,SYNTHETIC TRAINING DATA
1025,Our neighborhood has an issue: broken curb side street. It is getting worse. this needs attention.,roads,SYNTHETIC TRAINING DATA
7598,"At the public garden, playground equipment is broken. It is children cannot use it safely. we need assistance.",parks,SYNTHETIC TRAINING DATA
7145,Please check an issue: sewage is overflowing near the school. It is the drain is not working. please arrange a visit.,sewage,SYNTHETIC TRAINING DATA
4819,Please send a team for an issue: no water is reaching homes our block. It is needs inspection. this needs attention.,water,SYNTHETIC TRAINING DATA
10089,"At the next door, wall is cracked. It is parts may fall. we need assistance.",building,SYNTHETIC TRAINING DATA
11100,"At the beside the school, gas leak. It is needs a safety response. kindly investigate.",public_safety,SYNTHETIC TRAINING DATA
6119,"A complaint about sewer drain is blocked behind the shops. It is pedestrians cannot pass, so please resolve it.",sewage,SYNTHETIC TRAINING DATA
11419,"Can the municipality inspect gas leak beside the school. It is residents are worried, so please send maintenance.",public_safety,SYNTHETIC TRAINING DATA
3509,"At the neighborhood corner, garbage bags are piling up. It is needs collection. please send maintenance.",waste,SYNTHETIC TRAINING DATA
11896,"At the on our street, smoke coming from a utility box. It is people may be in danger. please resolve it.",public_safety,SYNTHETIC TRAINING DATA
4062,Our neighborhood has trash was not collected outside our building; it is has been there for days. please inspect the issue.,waste,SYNTHETIC TRAINING DATA
7470,Can the municipality inspect sewage is overflowing behind the shops; it is bad odor is spreading. please inspect the issue.,sewage,SYNTHETIC TRAINING DATA
9292,Please send a team for unauthorized structure blocks the walkway commercial street; it is debris reaches the road. please send maintenance.,building,SYNTHETIC TRAINING DATA
1654,We have several lights are off neighborhood; it is pedestrians cannot see well. we need assistance.,lighting,SYNTHETIC TRAINING DATA
11569,Dangerous exposed wires at the intersection and it is area needs immediate attention. we need assistance.,public_safety,SYNTHETIC TRAINING DATA
2919,Residents noticed an issue: broken light pole residential street. It is area is very dark. we need assistance.,lighting,SYNTHETIC TRAINING DATA
7379,Please send a team for sewage is overflowing behind the shops; it is bad odor is spreading. kindly investigate.,sewage,SYNTHETIC TRAINING DATA
155,We have road crack main road; it is causing congestion. kindly investigate.,roads,SYNTHETIC TRAINING DATA
3721,I am reporting an issue: garbage is overflowing near the market. It is attracts insects. we need assistance.,waste,SYNTHETIC TRAINING DATA
2604,"Please check street lamp is damaged residential street. It is needs repair, so please send maintenance.",lighting,SYNTHETIC TRAINING DATA
5597,"Residents noticed clean water is flooding the street residential street. It is problem is continuous, so please arrange a visit.",water,SYNTHETIC TRAINING DATA
8911,"We have grass is dying neighborhood park. It is needs cleaning, so kindly investigate.",parks,SYNTHETIC TRAINING DATA
8573,A complaint about play area is dirty community park; it is blocks the walkway. please inspect the issue.,parks,SYNTHETIC TRAINING DATA
10169,Building work appears unsafe near the sidewalk and it is site needs inspection. this needs attention.,building,SYNTHETIC TRAINING DATA
3577,Garbage bags are piling up beside the school and it is blocks the sidewalk. please resolve it Reference area 1672.,waste,SYNTHETIC TRAINING DATA
7618,"Can the municipality inspect play area is dirty public garden. It is needs cleaning, so this needs attention.",parks,SYNTHETIC TRAINING DATA
3670,Residents noticed an issue: waste container is full public parking area. It is smells bad. please resolve it.,waste,SYNTHETIC TRAINING DATA
1715,I am reporting an issue: street lamp is damaged intersection. It is has been dark for days. this needs attention.,lighting,SYNTHETIC TRAINING DATA
9850,Abandoned building is deteriorating commercial street and it is work continues late. please inspect the issue.,building,SYNTHETIC TRAINING DATA
6635,"At the near the school, wastewater is backing up. It is needs urgent cleaning. this needs attention.",sewage,SYNTHETIC TRAINING DATA
7396,A complaint about an issue: sewage is overflowing near our homes. It is bad odor is spreading. kindly investigate.,sewage,SYNTHETIC TRAINING DATA
2264,Street lamp is damaged intersection and it is visibility is poor. we need assistance.,lighting,SYNTHETIC TRAINING DATA
7538,I want to report playground equipment is broken walking park; it is children cannot use it safely. please handle it soon.,parks,SYNTHETIC TRAINING DATA
5172,There is an issue: water supply is weak outside the house. It is the street is wet. please send maintenance.,water,SYNTHETIC TRAINING DATA
8608,Grass is dying children's park and it is needs cleaning. please arrange a visit.,parks,SYNTHETIC TRAINING DATA
5607,I want to report an issue: water pressure is very low near the building. It is needs inspection. please send maintenance.,water,SYNTHETIC TRAINING DATA
10937,Fire in a building on our street and it is situation is unsafe. please resolve it.,public_safety,SYNTHETIC TRAINING DATA
634,"At the neighborhood road, pothole. It is unsafe for drivers. we need assistance.",roads,SYNTHETIC TRAINING DATA
8247,"At the neighborhood park, park irrigation is damaged. It is looks neglected. please resolve it.",parks,SYNTHETIC TRAINING DATA
10426,Can the municipality inspect an issue: construction debris is blocking access residential block. It is debris reaches the road. this needs attention.,building,SYNTHETIC TRAINING DATA
5505,"At the commercial area, clean water is flooding the street. It is pressure keeps dropping. please send maintenance Reference area 7546.",water,SYNTHETIC TRAINING DATA
4298,Rubbish is scattered public parking area and it is is spreading. please arrange a visit.,waste,SYNTHETIC TRAINING DATA
5988,"At the near the building, no water is reaching homes. It is pressure keeps dropping. we need assistance.",water,SYNTHETIC TRAINING DATA
10201,"At the commercial street, abandoned building is deteriorating. It is site needs inspection. please handle it soon Reference area 6061.",building,SYNTHETIC TRAINING DATA
7676,Play area is dirty community park and it is needs maintenance. kindly investigate.,parks,SYNTHETIC TRAINING DATA
7626,Our neighborhood has park irrigation is damaged neighborhood park; it is needs maintenance. this needs attention.,parks,SYNTHETIC TRAINING DATA
9977,Construction fence is damaged next door and it is work continues late. please send maintenance.,building,SYNTHETIC TRAINING DATA
8902,"I want to report grass is dying playground. It is has been damaged for days, so please send maintenance.",parks,SYNTHETIC TRAINING DATA
4785,"At the near the building, water pressure is very low. It is residents have no supply. please resolve it.",water,SYNTHETIC TRAINING DATA
6244,Drain smells strongly behind the shops and it is needs urgent cleaning. this needs attention.,sewage,SYNTHETIC TRAINING DATA
590,Broken curb school entrance and it is causing congestion. please resolve it.,roads,SYNTHETIC TRAINING DATA
3162,"A complaint about waste container is full beside the school. It is has been there for days, so please send maintenance.",waste,SYNTHETIC TRAINING DATA
